"Please confirm site switching. All data that hasn't been saved will be lost.","Por favor"
"Please fill in 'email' field.","Por favor rellene el campo 'email'."
"Please select a store","Por favor seleccione una tienda"
"Per Order","Por Orden"
"per page","por página"
"Per Item","Por producto"
"Position of Watermark for %s","Position of Watermark for %s"
"Price","Precio"
"Shipping Price","Precio de envío"
"Price:","Precio:"
"Preferred state","Preferred state"
"Preparing to change $pkg, please wait...","Preparing to change $pkg, please wait..."
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Preview Template","Previsión de la Plantilla"
"Preview","Previsualización"
"Email Preview","Previsualización del correo"
"Price alert subscription was saved successfully","Price alert subscription was saved successfully"
"Processed <strong>%s%% %s/%d</strong> records","Processed <strong>%s%% %s/%d</strong> records"
"Product Thumbnail Itself","Product Thumbnail Itself"
"Product:","Product:"
"Product","Producto"
"Products","Productos"
"Profile Action","Profile Action"
"Profile Actions XML","Profile Actions XML"
"Profile Direction","Profile Direction"
"Profile History","Profile History"
"Profile Information","Profile Information"
"Profile Name","Profile Name"
"Profile was deleted","Profile was deleted"
"Profile was successfully saved","Profile was successfully saved"
"Profile Wizard","Profile Wizard"
"Profiles","Profiles"
"Promo","Promoción"
"Promotions","Promociones"
"Provided Files","Provided Files"
"Quantity","Quantity"
"Queue Refresh","Queue Refresh"
"Queued... Cancel","Queued... Cancel"
"Radio Buttons","Radio Buttons"
"Read details","Read details"
"Rebuild","Rebuild"
"Recommended","Recommended"
"Recursive Dir","Recursive Dir"
"Role Resources","Recursos del Rol"
"Roles Resources","Recursos por Rol"
"Redirect","Redirigir"
"Refresh","Refresh"
"Refresh Now*","Refresh Now*"
"Region/State","Region/Estado"
"Role successfully saved.","Regla guardada correctamente."
"Roles","Reglas"
"Release","Release"
"Release Info","Release Info"
"Release Stability","Release Stability"
"Release Version","Release Version"
"Sender","Remitente"
"Remote Extension Info","Remote Extension Info"
"Remote FTP","Remote FTP"
"Remote URL:","Remote URL:"
"List (default) / Grid","Reporte (por defecto) / Rejilla"
"Wishlist Report","Reporte de Lista"
"Sales Report","Reporte de ventas"
"Reports","Reportes"
"Request Path","Request Path"
"Reset","Resetear"
"Resize","Resize"
"Resource Access","Resource Access"
"Resources","Resources"
"Backup","Respaldo"
"Reset Filter","Restablecer filtro"
"Results","Resultados"
"Retrieve Password","Retrieve Password"
"Role successfully deleted.","Rol borrado con éxito."
"User Role","Rol de Usuario"
"Role Users","Rol de usuarios"
"Role","Role"
"User Roles","Roles de usuarios"
"Rotate CCW","Rotate CCW"
"Rotate CW","Rotate CW"
"Run","Run"
"Run in popup","Run in popup"
"Run Profile","Run Profile"
"Run Profile In Popup","Run Profile In Popup"
"Run Profile Inside This Window","Run Profile Inside This Window"
"Running... Kill","Running... Kill"
"Running:","Running:"
"Log Out","Salir"
"Samples","Samples"
"Save & Generate","Save & Generate"
"Save and Continue Editing","Save and Continue Editing"
"Save As...","Save As..."
"Save cache settings","Save cache settings"
"Save Config","Save Config"
"Save Currency Rates","Save Currency Rates"
"Save data and Create Package","Save data and Create Package"
"Save package with custom package file name","Save package with custom package file name"
"Save PEAR Config","Save PEAR Config"
"Save Profile","Save Profile"
"Grid only","Sólo cuadrícula"
"List only","Sólo Reporte"
"You successfully logged out.","Se ha desconectado correctamente."
"Search Index","Search Index"
"Search Index was rebuilded successfully","Search Index was rebuilded successfully"
"Search Term","Search Term"
"Search Terms","Search Terms"
"Select All","Seleccionar todos"
"Multiple Select","Seleccionar varios"
"Select","Select"
"Select Category","Select Category"
"Select date","Select date"
"Select Date","Select Date"
"Select Range","Select Range"
"Select Visible","Select Visible"
"Selected allow currency ""%s"" is not available in installed currencies","Selected allow currency ""%s"" is not available in installed currencies"
"Selected base currency is not available in installed currencies","Selected base currency is not available in installed currencies"
"Selected default display currency is not available in allowed currencies","Selected default display currency is not available in allowed currencies"
"Selected default display currency is not available in installed currencies","Selected default display currency is not available in installed currencies"
"Separate email","Separate email"
"Attribute set successfully saved.","Set de atributos grabado correctamente."
"Shipment #%s comment added","Shipment #%s comment added"
"Shipment #%s created","Shipment #%s created"
"Shipment Comments","Shipment Comments"
"Shipment History","Shipment History"
"Shipment was successfully created.","Shipment was successfully created."
"Shipment was successfully sent.","Shipment was successfully sent."
"Shipping address","Shipping address"
"Shipping address selection is not applicable","Shipping address selection is not applicable"
"Shipping method must be specified","Shipping method must be specified"
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Shipping origin","Shipping origin"
"Shopping Cart from %s","Shopping Cart from %s"
"Show by","Show by"
"Show Report for","Show Report for"
"Show reviews","Show reviews"
"Yes","Si"
"Next page","Siquiente página"
"System","Sistema"
"Sitemap Information","Sitemap Information"
"Website","Sitio Web"
"Size for %s","Size for %s"
"Skip category selection","Skip category selection"
"SKU","SKU"
"SKU:","SKU:"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order."
"Specific Countries","Specific Countries"
"Spreadsheet Name:","Spreadsheet Name:"
"SSL Error: Invalid or self-signed certificate","SSL Error: Invalid or self-signed certificate"
"Stability","Stability"
"Start Date","Start Date"
"Starting profile execution, please wait...","Starting profile execution, please wait..."
"State/Province:","State/Province:"
"Status:","Status:"
"Stock notification was saved successfully","Stock notification was saved successfully"
"Stock Quantity:","Stock Quantity:"
"Store Email Addresses Section","Store Email Addresses Section"
"Store View","Store View"
"store(%s) scope","store(%s) scope"
"Store:","Store:"
"Submit","Submit"
"Subpackage","Subpackage"
"Subpackage can't be conflicting","Subpackage can't be conflicting"
"Subpackages","Subpackages"
"Subtotal","Subtotal"
"Subtotal Amount","Subtotal Amount"
"Summary","Summary"
"Summary:","Summary:"
"Switch/Solo card issue number: %s","Switch/Solo card issue number: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo card start Date: %s/%s"
"Switch/Solo Only","Switch/Solo Only"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Domestic) Only"
"System Section","System Section"
"Target Path","Target Path"
"Rates","Tasas"
"Tb","Tb"
"Template Subject","Tema de la Plantilla"
"Template","Template"
"Temporary (302)","Temporary (302)"
"Text","Texto"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems"
"This attribute set don't have attributes which we can use for configurable product","This attribute set don't have attributes which we can use for configurable product"
"This is a required field.","This is a required field."
"This product is currently disabled","This product is currently disabled"
"This section is not allowed.","This section is not allowed."
"This tab contains invalid data. Please solve the problem before saving.","This tab contains invalid data. Please solve the problem before saving."
"Store","Tienda"
"Time selection:","Time selection:"
"Time:","Time:"
"Type","Tipo"
"Template Type","Tipo de plantilla"
"Credit Card Type","Tipo de tarjeta de crédito"
"to","to"
"All Tags","Todas las etiquetas"
"All","Todos"
"All countries","Todos los paises"
"Top 5 Search Terms","Top 5 Search Terms"
"Grand Total","Total"
"Total","Total"
"Total Amount","Total Amount"
"Order Totals","Total de pedidos"
"Total Invoiced","Total Invoiced"
"Total of %d record(s) were successfully deleted","Total of %d record(s) were successfully deleted"
"Total of %d record(s) were successfully updated","Total of %d record(s) were successfully updated"
"Total Order Amount","Total Order Amount"
"Total Refunded","Total Refunded"
"Track order","Track order"
"Track this shipment","Track this shipment"
"Tracking number %s for %s assigned","Tracking number %s for %s assigned"
"Tracking number can not be empty.","Tracking number can not be empty."
"Type:","Type:"
"Unable to initialize import model","Unable to initialize import model"
"Unable to save Cron expression","Unable to save Cron expression"
"Uninstall","Uninstall"
"Uninstalling $pkg, please wait...","Uninstalling $pkg, please wait..."
"Uninstalling selected packages, please wait...","Uninstalling selected packages, please wait..."
"Unknown error","Unknown error"
"Unselect All","Unselect All"
"Unselect Visible","Unselect Visible"
"Update","Update"
"Updated At","Updated At"
"Upgrade","Upgrade"
"Upgrade All Available Packages","Upgrade All Available Packages"
"Upgrade all available packages","Upgrade all available packages"
"Upgrade all packages","Upgrade all packages"
"Upgrading $pkg, please wait...","Upgrading $pkg, please wait..."
"Upgrading all available packages, please wait...","Upgrading all available packages, please wait..."
"Upgrading all packages, please wait...","Upgrading all packages, please wait..."
"Upgrading selected packages, please wait...","Upgrading selected packages, please wait..."
"Upload and Install","Upload and Install"
"Upload File","Upload File"
"Upload Files","Upload Files"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload import file","Upload import file"
"Upload Local File","Upload Local File"
"Upload local file:","Upload local file:"
"Upload Security Error","Upload Security Error"
"Url Rewrite Management","Url Rewrite Management"
"Urlrewrite Information","Urlrewrite Information"
"Use default","Usar por defecto"
"User Roles Information","Usar reglas de información"
"Use Default Value","Use Default Value"
"User","User"
"User name","User name"
"Users","Usuarios"
"Use website","Utilizar website"
"Rating was successfully deleted","Valoración correctamente eliminada"
"Value","Value"
"Value Delimiter:","Value Delimiter:"
"Lifetime Sales","Ventas de por vida"
"View","Ver"
"Magento ver. %s","Versión Magento <strong>%s</strong>"
"Version","Version"
"Version:","Version:"
"View Actions XML","View Actions XML"
"View Statistics for","View Statistics for"
"Visibility:","Visibility:"
"Return Html Version","Volver a la versión HTML"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"Warning: Please don't close window during importing/exporting data","Warning: Please don't close window during importing/exporting data"
"Watermark File for %s","Watermark File for %s"
"Web Section","Web Section"
"Web Services","Web Services"
"Web services","Web services"
"website(%s) scope","website(%s) scope"
"XML","XML"
"User with the same User Name or Email aleady exists","Ya existe un usuario con el mismo nombre de usuario o Email."
"Yes (only price with tax)","Yes (only price with tax)"
"You have","You have"
"You have not enought permissions to use this functionality.","You have not enought permissions to use this functionality."
"You need specify carrier.","You need specify carrier."
"You need to specify order items","You need to specify order items"
"Your Account has been deactivated.","Your Account has been deactivated."
"Your answers contain duplicates.","Your answers contain duplicates."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"YTD","YTD"
"Zip/Postal Code","Zip/Código postal"
"Zip/Postal Code:","Zip/Postal Code:"
"[ deleted ]","[ deleted ]"
"[deleted]","[deleted]"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>."
